37;10;Bosnia & Herzegovina;sales;Self-employed business owner;NA;male;1;1;2;NA;1;0;NA;Serbo-Croatian;married or domestic partnership;0;6;some college credit, no degree;NA,,,,,
31;150;Russia;software development;Employed for wages;NA;female;NA;0;10;NA;0;0;NA;Russian;NA;NA;108;professional degree (MBA, MD, JD, etc.);Math,,,
27;0;United States of America;software development;Employed for wages;NA;female;NA;0;4;80000;1;0;NA;English;NA;600;36;bachelor's degree;Economics,,,,,,
29;30;United States of America;education;Employed for wages;NA;male;NA;0;5;17000;0;1;NA;English;NA;0;6;bachelor's degree;Music,,,,,,
30;0;Canada;software development;Self-employed freelancer;NA;male;NA;0;2;16000;0;0;NA;English;NA;0;36;bachelor's degree;Music,,,,,,
30;NA;Croatia;NA;Not working but looking for work;75000;male;0;1;20;NA;0;NA;Full-Stack Web Developer;Serbo-Croatian;single, never married;2000;24;some college credit, no degree;NA,,,,
32;40;United States of America;NA;Employed for wages;75000;female;1;1;5;200000;1;0;Full-Stack Web Developer;English;married or domestic partnership;30;12;master's degree (non-professional);Geology,,,,,,
25;NA;United States of America;NA;Doing an unpaid internship;NA;female;NA;0;NA;NA;1;NA;NA;Hindi;NA;NA;NA;bachelor's degree;Computer Science,,,,,,
29;80;United States of America;arts, entertainment, sports, or media;Employed for wages;NA;female;0;1;10;100000;1;0;NA;English;single, never married;0;90;bachelor's degree;Computer Science,,
44;0;United States of America;office and administrative support;Employed for wages;NA;female;0;1;30;41000;0;1;NA;English;married or domestic partnership;75;2;bachelor's degree;Political Science,,,,,,
21;NA;India;NA;Not working but looking for work;NA;male;NA;0;25;NA;1;NA;NA;Hindi;NA;0;10;bachelor's degree;Computer Science,,,,,,
21;NA;United States of America;NA;Not working but looking for work;75000;male;NA;0;25;NA;1;NA;Full-Stack Web Developer;English;NA;0;20;some college credit, no degree;NA,,,,,
28;40;South Africa;NA;Self-employed freelancer;NA;male;0;1;1;12000;1;1;NA;English;single, never married;100;12;high school diploma or equivalent (GED);NA,,,,,
28;45;United States of America;software development;Employed for wages;NA;male;1;1;10;60000;0;0;NA;English;married or domestic partnership;300;18;trade, technical, or vocational training;NA,,,,
25;120;United States of America;software development;Employed for wages;90000;male;NA;0;10;75000;1;0;Full-Stack Web Developer;English;NA;100;6;bachelor's degree;Political Science,,,,,,
35;60;United Kingdom;software development;Employed for wages;NA;male;1;1;5;35000;0;1;NA;English;married or domestic partnership;NA;24;master's degree (non-professional);Physics,,,,,,
24;NA;United States of America;NA;Doing an unpaid internship;NA;female;NA;0;NA;NA;1;NA;NA;English;NA;0;20;some college credit, no degree;NA,,,,,
23;NA;Venezuela;NA;A stay-at-home parent or homemaker;20000;male;NA;0;20;NA;0;NA;Full-Stack Web Developer;Spanish;NA;0;3;some college credit, no degree;NA,,,,,
34;NA;United States of America;NA;Doing an unpaid internship;40000;male;NA;0;20;NA;0;NA;Full-Stack Web Developer;Spanish;NA;100;24;bachelor's degree;Information Technology,,,,,,
18;45;United States of America;NA;Employed for wages;35000;female;NA;0;10;6000;0;1;  Front-End Web Developer;English;NA;50;8;high school diploma or equivalent (GED);NA,,,,,,
33;60;United States of America;health care;Employed for wages;NA;female;NA;0;15;40000;1;1;NA;English;NA;20;2;bachelor's degree;English,,,,,,
28;80;Brazil;office and administrative support;Employed for wages;NA;male;NA;0;7;6500;0;1;NA;Portuguese;NA;0;2;high school diploma or equivalent (GED);NA,,,,,,
33;0;United States of America;NA;Self-employed freelancer;40000;male;0;1;20;60000;1;0;Full-Stack Web Developer;English;married or domestic partnership;1000;70;high school diploma or equivalent (GED);NA,,,,,,
26;20;United States of America;finance;Employed for wages;NA;male;NA;0;3;29000;0;0;NA;English;NA;250;8;some college credit, no degree;NA,,,,,
24;50;South Africa;software development;Employed for wages;NA;male;NA;0;10;10000;1;0;NA;English;NA;2000;24;bachelor's degree;Computer Science,,,,,,
39;60;United States of America;law enforcement and fire and rescue;Employed for wages;75000;male;NA;0;25;53000;0;0;Full-Stack Web Developer;English;NA;150;6;associate's degree;Information Technology,,,,,,
24;NA;Brazil;NA;Not working but looking for work;40000;male;NA;0;10;NA;0;NA;Full-Stack Web Developer;Portuguese;NA;130;18;high school diploma or equivalent (GED);NA,,,,,,
34;NA;United States of America;NA;Not working and not looking for work;NA;male;NA;0;20;NA;0;NA;NA;English;NA;0;2;high school diploma or equivalent (GED);NA,,,,,,
19;NA;United States of America;NA;NA;80000;male;NA;0;2;NA;1;NA;  Data Scientist / Data Engineer;English;NA;30;48;some college credit, no degree;NA,,,,,
28;75;United States of America;education;Employed for wages;90000;male;NA;0;15;52000;0;0;Full-Stack Web Developer;English;NA;200;18;bachelor's degree;Communications,,,,,,
24;NA;Canada;NA;Not working but looking for work;NA;male;NA;0;NA;NA;0;NA;NA;Russian;NA;NA;3;high school diploma or equivalent (GED);NA,,,,,,
41;60;United Kingdom;office and administrative support;Employed for wages;NA;male;1;1;10;17000;0;1;NA;English;married or domestic partnership;100;2;master's degree (non-professional);English,,,,,,
47;75;Italy;sales;Self-employed freelancer;NA;male;1;1;15;20000;0;0;NA;Italian;married or domestic partnership;100;3;high school diploma or equivalent (GED);NA,,,,,,
22;NA;Venezuela;NA;Not working but looking for work;60000;male;NA;0;10;NA;0;NA;  Mobile Developer;Spanish;NA;500;12;high school diploma or equivalent (GED);NA,,,,,,
20;NA;India;NA;Doing an unpaid internship;50000;female;NA;0;10;NA;0;NA;Full-Stack Web Developer;Hindi;NA;0;6;high school diploma or equivalent (GED);NA,,,,,,
20;60;United States of America;software development;Employed for wages;60000;male;NA;0;20;24000;1;0;Full-Stack Web Developer;Spanish;NA;100;6;high school diploma or equivalent (GED);NA,,,,,,
19;NA;Bangladesh;NA;Not working but looking for work;NA;male;NA;0;56;NA;0;NA;NA;Bengali;NA;0;1;some high school;NA,,,,,,
25;50;Portugal;software development;Employed for wages;NA;male;NA;0;12;12000;0;0;NA;Portuguese;NA;NA;96;some college credit, no degree;NA,,,,,
20;NA;Singapore;NA;NA;40000;male;NA;0;5;NA;1;NA;Full-Stack Web Developer;Hindi;NA;NA;4;high school diploma or equivalent (GED);NA,,,,,,
43;NA;United States of America;NA;Not working and not looking for work;NA;male;NA;0;4;NA;0;NA;NA;English;NA;0;240;some college credit, no degree;NA,,,,,
33;NA;United States of America;NA;Not working but looking for work;45000;female;1;1;10;NA;0;NA;Full-Stack Web Developer;English;married or domestic partnership;80;1;high school diploma or equivalent (GED);NA,,,,,,
35;NA;United States of America;NA;Not working but looking for work;50000;female;0;1;35;NA;0;NA;  Front-End Web Developer;English;single, never married;50;100;some college credit, no degree;NA,,,,
30;NA;United States of America;NA;Not working but looking for work;NA;male;NA;0;40;NA;0;NA;NA;English;NA;3000;8;bachelor's degree;Chemistry,,,,,,
25;10;NA;software development;Employed for wages;NA;female;NA;0;15;64000;0;0;NA;English;NA;400;16;bachelor's degree;Linguistics,,,,,,
24;NA;Macedonia;NA;Not working but looking for work;NA;male;NA;0;10;NA;0;NA;NA;English;NA;250;1;bachelor's degree;Computer Science,,,,,,
36;60;Greece;software development;Employed for wages;35000;male;1;1;8;35000;0;0;  Quality Assurance Engineer;Greek;married or domestic partnership;0;6;some college credit, no degree;NA,,,,,
30;32;United States of America;health care;Employed for wages;50000;male;NA;0;15;24000;0;0;  Front-End Web Developer;English;NA;300;9;some college credit, no degree;NA,,,,,
34;40;United States of America;education;Employed for wages;NA;female;NA;0;2;62500;0;0;NA;English;NA;250;3;master's degree (non-professional);Sociology,,,,,,
40;10;Sweden;software development;Employed for wages;NA;male;0;1;5;27000;0;0;NA;Swedish;married or domestic partnership;0;36;some high school;NA,,,,,,
30;NA;United States of America;NA;A stay-at-home parent or homemaker;NA;female;NA;0;5;NA;0;NA;NA;English;NA;0;48;professional degree (MBA, MD, JD, etc.);English,,,
47;0;United States of America;software development;Self-employed freelancer;NA;female;NA;0;20;30000;0;0;NA;English;NA;800;36;professional degree (MBA, MD, JD, etc.);Sports Medicine,,,
24;120;Portugal;software development;Employed for wages;NA;female;NA;0;4;16500;0;0;NA;Portuguese;NA;0;19;bachelor's degree;Computer Science,,,,,,
25;70;United States of America;finance;Employed for wages;NA;female;NA;0;10;75000;1;1;NA;Mandarin Chinese;NA;50;1;bachelor's degree;Economics,,,,,,
27;0;United States of America;transportation;Self-employed business owner;NA;male;NA;0;15;NA;1;NA;NA;English;NA;NA;6;associate's degree;Business Administration,,,,,,
27;10;United States of America;software development;Employed for wages;NA;female;NA;0;16;NA;0;1;NA;English;NA;400;72;bachelor's degree;Graphic Design,,,,,,
24;90;United States of America;architecture or physical engineering;Employed for wages;65000;male;NA;0;5;50000;0;0;Back-End Web Developer;English;NA;0;3;bachelor's degree;Mechanical Engineering,,,,,,
34;90;United States of America;education;Employed for wages;35000;male;NA;0;15;40000;0;1;Full-Stack Web Developer;English;NA;400;4;some college credit, no degree;NA,,,,,
37;6;United States of America;education;Employed for wages;70000;male;1;1;15;56000;1;0;Full-Stack Web Developer;English;married or domestic partnership;3000;36;some college credit, no degree;NA,,,,,
39;35;United States of America;transportation;Employed for wages;50000;male;1;1;12;35000;0;0;Full-Stack Web Developer;English;married or domestic partnership;80;4;bachelor's degree;Criminal Justice,,,,,,
36;65;United States of America;office and administrative support;Employed for wages;NA;male;1;1;10;45000;0;1;NA;English;married or domestic partnership;150;8;associate's degree;Economics,,,,,,
30;15;United States of America;software development;Employed for wages;NA;male;1;1;22;50000;0;0;NA;English;married or domestic partnership;2000;60;associate's degree;Computer Science,,,,,,
25;180;United States of America;NA;Employed for wages;80000;female;NA;0;5;37000;0;1;Full-Stack Web Developer;English;NA;500;24;bachelor's degree;Linguistics,,,,,,
31;60;United States of America;software development;Employed for wages;NA;male;0;1;10;110000;0;0;NA;English;married or domestic partnership;500;48;some college credit, no degree;NA,,,,,
36;20;United States of America;arts, entertainment, sports, or media;Employed for wages;85000;male;1;1;6;65000;1;0;  DevOps / SysAdmin;English;married or domestic partnership;400;18;master's degree (non-professional);Computer Science,,,
20;0;United States of America;software development;Self-employed freelancer;NA;male;NA;0;20;16000;0;0;NA;English;NA;2000;120;some college credit, no degree;NA,,,,,
32;NA;Germany;NA;Not working and not looking for work;45000;male;NA;0;40;NA;0;NA;Full-Stack Web Developer;English;NA;100;2;bachelor's degree;Computer Networking,,,,,,
27;60;United Kingdom;finance;Employed for wages;30000;male;NA;0;7;30000;0;1;Full-Stack Web Developer;English;NA;150;12;bachelor's degree;Linguistics,,,,,,
32;60;United Kingdom;office and administrative support;Employed for wages;NA;male;NA;0;15;23000;0;1;NA;English;NA;50;3;bachelor's degree;Liberal Arts,,,,,,
32;90;United States of America;NA;Employed for wages;100000;female;NA;0;20;94000;1;0;  Front-End Web Developer;Yue (Cantonese) Chinese;NA;1000;9;bachelor's degree;Electrical Engineering,,,,,,
38;90;United States of America;arts, entertainment, sports, or media;Employed for wages;NA;male;1;1;8;85000;0;0;NA;English;married or domestic partnership;300;120;bachelor's degree;Animation,,,
16;NA;United States of America;NA;NA;NA;male;NA;0;6;NA;0;NA;NA;English;NA;0;6;some high school;NA,,,,,,
19;10;Canada;software development;Employed for wages;NA;male;NA;0;20;10000;0;0;NA;English;NA;0;30;high school diploma or equivalent (GED);NA,,,,,,
22;NA;United States of America;NA;Not working but looking for work;NA;male;NA;0;20;NA;0;NA;NA;English;NA;100;36;some high school;NA,,,,,,
19;20;United Kingdom;software development;Employed for wages;NA;male;NA;0;20;18000;0;1;NA;English;NA;100;12;high school diploma or equivalent (GED);NA,,,,,,
24;NA;United States of America;NA;Not working but looking for work;50000;male;NA;0;25;NA;0;NA;Full-Stack Web Developer;French;NA;100;3;bachelor's degree;Economics,,,,,,
34;NA;United Kingdom;NA;A stay-at-home parent or homemaker;50000;male;1;1;30;NA;0;NA;Back-End Web Developer;English;married or domestic partnership;500;12;high school diploma or equivalent (GED);NA,,,,,,
26;10;United States of America;sales;Employed for wages;45000;male;0;1;10;30000;0;1;  Data Scientist / Data Engineer;English;single, never married;500;2;some college credit, no degree;NA,,,,
38;NA;United States of America;NA;NA;60000;female;NA;0;40;NA;0;NA;Full-Stack Web Developer;English;NA;200;36;some college credit, no degree;NA,,,,,
28;45;United States of America;architecture or physical engineering;Employed for wages;NA;male;NA;0;3;60000;0;0;NA;English;NA;0;6;some college credit, no degree;NA,,,,,
32;60;United States of America;arts, entertainment, sports, or media;Self-employed business owner;NA;male;NA;0;20;67000;1;1;NA;Yue (Cantonese) Chinese;NA;8000;6;bachelor's degree;Biology,,,
35;15;United States of America;education;Employed for wages;55000;male;NA;0;25;50000;0;1;Full-Stack Web Developer;English;NA;0;4;master's degree (non-professional);Linguistics,,,,,,
16;NA;United States of America;NA;Doing an unpaid internship;NA;male;NA;0;7;NA;0;NA;Full-Stack Web Developer;English;NA;0;3;some high school;NA,,,,,,
23;NA;United States of America;NA;Not working but looking for work;80000;male;NA;0;40;NA;1;NA;Full-Stack Web Developer;English;NA;100;5;some college credit, no degree;NA,,,,,
26;45;United States of America;software development;Employed for wages;NA;male;0;1;10;40000;0;1;NA;English;married or domestic partnership;6000;8;master's degree (non-professional);Music,,,,,,
25;0;Netherlands (Holland, Europe);software development;Self-employed freelancer;NA;male;NA;0;40;30000;1;0;NA;Dutch;NA;0;3;bachelor's degree;Public Administration,,,,,
25;120;United States of America;office and administrative support;Employed for wages;60000;male;0;1;10;40000;1;1;Full-Stack Web Developer;English;married or domestic partnership;50;1;bachelor's degree;Anthropology,,,,,,
34;30;United States of America;education;Employed for wages;60000;male;NA;0;2;45000;0;0;Full-Stack Web Developer;English;NA;250;36;master's degree (non-professional);Physics,,,,,,
31;12;United States of America;finance;Employed for wages;45000;male;NA;0;10;34000;1;1;  DevOps / SysAdmin;Hindi;NA;25;3;bachelor's degree;Liberal Arts,,,,,,
46;120;Sweden;arts, entertainment, sports, or media;Employed for wages;50000;female;1;1;10;45000;0;1;  User Experience Designer;Swedish;single, never married;300;100;master's degree (non-professional);Linguistics,,
19;60;United States of America;software development;Employed for wages;NA;male;NA;0;25;10000;1;0;NA;English;NA;40;36;some college credit, no degree;NA,,,,,
22;NA;Pakistan;NA;Not working but looking for work;NA;male;0;1;2;NA;0;NA;NA;Urdu;single, never married;0;1;some high school;NA,,,,,
NA;NA;NA;NA;NA;NA;NA;NA;NA;4;NA;NA;NA;NA;NA;NA;0;72;NA;NA,,,,,,
30;0;United States of America;software development;Employed for wages;NA;male;0;1;10;37000;0;0;NA;English;married or domestic partnership;500;120;high school diploma or equivalent (GED);NA,,,,,,
25;NA;United States of America;NA;Military;80000;male;NA;0;30;NA;0;NA;Full-Stack Web Developer;English;NA;0;10;some college credit, no degree;NA,,,,,
15;NA;United States of America;NA;Not working but looking for work;NA;female;NA;0;10;NA;0;NA;  Mobile Developer;English;NA;0;1;some high school;NA,,,,,,
36;45;Ecuador;software development;Self-employed freelancer;NA;male;1;1;8;20000;1;1;NA;Spanish;married or domestic partnership;20;60;bachelor's degree;Computer Science,,,,,,
26;120;United States of America;health care;Employed for wages;NA;female;NA;0;5;19000;1;1;NA;Spanish;NA;0;14;bachelor's degree;Biology,,,,,,
43;NA;Australia;NA;NA;NA;male;1;1;10;NA;1;NA;NA;Yue (Cantonese) Chinese;married or domestic partnership;3000;36;Ph.D.;Electrical Engineering,,,,,,
24;NA;Australia;NA;Not working but looking for work;50000;male;NA;0;NA;NA;0;NA;Full-Stack Web Developer;Nepali;NA;400;4;bachelor's degree;Information Technology,,,,,,
27;0;United States of America;food and beverage;Self-employed business owner;80000;male;1;1;8;50000;0;1;Back-End Web Developer;English;married or domestic partnership;100;0;bachelor's degree;Liberal Arts,,,,,,
31;45;Korea South;office and administrative support;Employed for wages;65000;female;NA;0;100;35000;0;1;Full-Stack Web Developer;French;NA;0;24;master's degree (non-professional);International Business,,,,,,
28;60;Canada;transportation;Employed for wages;NA;male;NA;0;1;70000;0;0;NA;English;NA;0;4;associate's degree;Aviation,,,,,,
32;120;United States of America;software development;Employed for wages;NA;male;NA;0;4;20000;0;0;NA;English;NA;250;32;bachelor's degree;Sociology,,,,,,
23;NA;Canada;NA;NA;35000;male;NA;0;30;NA;0;NA;Back-End Web Developer;French;NA;0;30;master's degree (non-professional);Computer Science,,,,,,
16;NA;Netherlands (Holland, Europe);food and beverage;Employed for wages;NA;male;NA;0;5;NA;0;0;NA;Dutch;NA;0;1;no high school (secondary school);NA,,,,,
29;25;United States of America;education;Employed for wages;50000;female;NA;0;40;35000;0;1;Full-Stack Web Developer;English;NA;500;24;bachelor's degree;Anthropology,,,,,,
43;NA;Austria;NA;Self-employed freelancer;NA;male;NA;0;10;NA;1;1;NA;Greek;NA;0;2;bachelor's degree;Electrical Engineering,,,,,,
25;30;Canada;software development;Employed for wages;NA;male;NA;0;3;30000;0;0;NA;English;NA;150;60;bachelor's degree;Engineering,,,,,,
35;0;United States of America;software development;Self-employed business owner;NA;male;NA;0;20;135000;0;0;NA;English;NA;0;3;master's degree (non-professional);Computer Science,,,,,,
33;NA;United States of America;NA;Not working but looking for work;70000;female;NA;0;3;NA;0;NA;  Front-End Web Developer;English;NA;0;6;bachelor's degree;Music,,,,,,
18;NA;Canada;NA;NA;75000;female;NA;0;6;NA;1;NA;  Front-End Web Developer;English;NA;0;1;high school diploma or equivalent (GED);NA,,,,,,
21;NA;United States of America;NA;Doing an unpaid internship;50000;male;NA;0;30;NA;0;NA;Full-Stack Web Developer;English;NA;0;4;associate's degree;Electrical Engineering,,,,,,
24;120;Australia;software development;Employed for wages;NA;male;NA;0;15;35000;1;1;NA;Pashto;NA;0;3;bachelor's degree;Engineering,,,,,,
20;NA;India;NA;Not working and not looking for work;55000;male;NA;0;12;NA;0;NA;  Front-End Web Developer;Marathi;NA;0;7;some college credit, no degree;NA,,,,,
25;30;United Kingdom;office and administrative support;Employed for wages;38000;female;NA;0;15;26000;1;1;Back-End Web Developer;English;NA;30;8;master's degree (non-professional);Psychology,,,,,,
24;NA;United States of America;NA;Not working but looking for work;70000;female;NA;0;15;NA;1;NA;Full-Stack Web Developer;English;NA;0;2;bachelor's degree;Communications,,,,,,
41;90;United States of America;software development;Employed for wages;NA;male;1;1;30;75000;0;0;NA;English;married or domestic partnership;15000;24;some college credit, no degree;NA,,,,,
27;25;United States of America;software development;Employed for wages;40000;male;NA;0;20;16000;0;1;Full-Stack Web Developer;English;NA;120;9;bachelor's degree;Physics,,,,,,
24;NA;Belgium;NA;Not working but looking for work;60000;male;NA;0;25;NA;0;NA;  Data Scientist / Data Engineer;Dutch;NA;0;1;master's degree (non-professional);Liberal Arts,,,,,,
22;NA;United States of America;NA;Not working but looking for work;70000;male;NA;0;10;NA;1;NA;  Front-End Web Developer;Portuguese;NA;0;9;bachelor's degree;Information Technology,,,,,,
32;30;United States of America;software development;Employed for wages;NA;male;0;1;6;45000;0;0;NA;English;married or domestic partnership;0;48;associate's degree;Web Design,,,,,,
28;0;Canada;software development;Self-employed business owner;NA;male;NA;0;4;NA;0;0;NA;English;NA;100;1;bachelor's degree;Finance,,,,,,
40;45;Thailand;education;Employed for wages;NA;male;1;1;20;24000;1;0;NA;English;separated;50;9;bachelor's degree;Education,,,,,,
31;0;United States of America;arts, entertainment, sports, or media;Self-employed freelancer;50000;male;NA;0;50;7000;0;1;Full-Stack Web Developer;English;NA;500;13;bachelor's degree;Linguistics,,,
22;NA;United States of America;NA;Doing an unpaid internship;75000;male;NA;0;20;NA;1;NA;  Data Scientist / Data Engineer;English;NA;10;2;associate's degree;Electrical Engineering,,,,,,
32;30;United States of America;NA;Employed for wages;NA;male;1;1;10;53000;0;0;NA;English;married or domestic partnership;250;60;associate's degree;Computer Science,,,,,,
36;NA;United States of America;NA;Not working but looking for work;60000;female;NA;0;20;NA;0;NA;Back-End Web Developer;English;NA;300;14;master's degree (non-professional);Environmental Science,,,,,,
27;NA;United States of America;NA;Not working and not looking for work;50000;male;1;1;NA;NA;0;NA;  Front-End Web Developer;English;married or domestic partnership;0;3;some college credit, no degree;NA,,,,,
27;160;United Kingdom;NA;Employed for wages;50000;male;NA;0;10;NA;0;1;  Data Scientist / Data Engineer;English;NA;100;6;bachelor's degree;Computer Science,,,,,,
26;80;Republic of Montenegro;office and administrative support;Employed for wages;16000;male;NA;0;20;6000;0;1;Full-Stack Web Developer;Serbo-Croatian;NA;0;6;bachelor's degree;Information Technology,,,,,,
30;NA;United States of America;NA;Not working but looking for work;72000;male;NA;0;20;NA;0;NA;Full-Stack Web Developer;English;NA;0;14;bachelor's degree;Cinematography And Film,,,,,,
26;NA;Bolivia;NA;Not working but looking for work;85000;male;NA;0;18;NA;0;NA;Full-Stack Web Developer;Spanish;NA;300;6;bachelor's degree;Systems Engineering,,,,,,
14;NA;United States of America;NA;NA;NA;male;NA;0;2;NA;0;NA;Full-Stack Web Developer;English;NA;0;12;no high school (secondary school);NA,,,,,,
34;90;Korea South;education;Employed for wages;NA;male;1;1;12;45000;1;0;NA;English;married or domestic partnership;0;2;some college credit, no degree;NA,,,,,
37;5;Ireland;transportation;Employed for wages;NA;male;1;1;1;34000;0;1;NA;English;married or domestic partnership;200;12;some college credit, no degree;NA,,,,,
34;120;United States of America;education;Employed for wages;50000;female;NA;0;6;76000;0;1;Full-Stack Web Developer;English;NA;200;3;Ph.D.;Biology,,,,,,
24;NA;Senegal;NA;Not working but looking for work;30000;male;NA;0;5;NA;0;NA;  Product Manager;French;NA;40;2;associate's degree;Advertising and Marketing,,,,,,
34;NA;United States of America;NA;Not working but looking for work;NA;female;NA;0;2;NA;0;NA;NA;English;NA;0;2;master's degree (non-professional);Creative Writing,,,,,,
29;30;United States of America;NA;Employed for wages;70000;male;NA;0;10;35000;1;1;Full-Stack Web Developer;English;NA;30;3;high school diploma or equivalent (GED);NA,,,,,,
50;30;United States of America;NA;Self-employed business owner;40000;male;NA;0;10;40000;0;1;Back-End Web Developer;English;NA;600;11;bachelor's degree;Business Administration,,,,,,
19;NA;United Kingdom;NA;NA;30000;male;NA;0;3;NA;0;NA;Full-Stack Web Developer;English;NA;100;24;some college credit, no degree;NA,,,,,
32;50;United States of America;education;Employed for wages;NA;male;NA;0;10;46000;0;1;NA;English;NA;250;3;master's degree (non-professional);Philosophy,,,,,,
22;NA;Ireland;NA;NA;35000;male;NA;0;25;NA;0;NA;  Data Scientist / Data Engineer;English;NA;0;43;bachelor's degree;Computer Science,,,,,,
26;NA;United States of America;NA;A stay-at-home parent or homemaker;NA;female;NA;0;10;NA;0;NA;NA;English;NA;399;0;high school diploma or equivalent (GED);NA,,,,,,
30;30;United States of America;education;Self-employed freelancer;50000;male;NA;0;20;40000;0;1;  Front-End Web Developer;English;NA;200;3;master's degree (non-professional);Music,,,,,,
26;NA;United States of America;NA;Not working and not looking for work;60000;female;NA;0;30;NA;0;NA;Full-Stack Web Developer;English;NA;12000;28;some college credit, no degree;NA,,,,,
27;NA;Romania;NA;Unable to work;NA;male;NA;0;56;NA;0;NA;NA;Russian;NA;1900;12;bachelor's degree;Computer Science,,,,,,
37;60;Canada;office and administrative support;Employed for wages;35000;female;1;1;15;15000;0;1;  Front-End Web Developer;French;married or domestic partnership;150;9;master's degree (non-professional);History,,,,,,
30;120;United States of America;software development;Employed for wages;NA;male;0;1;0;10000;0;0;NA;English;married or domestic partnership;3000;13;master's degree (non-professional);International Relations,,,,,,
40;90;Canada;NA;Employed for wages;NA;female;0;1;20;75000;1;0;  Front-End Web Developer;English;married or domestic partnership;0;2;master's degree (non-professional);English,,,,,,
22;55;New Zealand;software development;Employed for wages;NA;male;NA;0;10;46000;0;0;NA;English;NA;300;30;bachelor's degree;Computer Science,,,,,,
32;NA;Canada;NA;A stay-at-home parent or homemaker;85000;male;NA;0;40;NA;0;NA;  Front-End Web Developer;English;NA;8000;14;master's degree (non-professional);Graphic Design,,,,,,
27;120;Australia;NA;Employed for wages;40000;male;1;1;20;20000;0;1;Full-Stack Web Developer;Bengali;married or domestic partnership;100;12;bachelor's degree;Civil Engineering,,,,,,
28;NA;Cambodia;NA;Not working but looking for work;NA;male;0;1;14;NA;0;NA;NA;Khmer;married or domestic partnership;200;4;master's degree (non-professional);Computer Science,,,,,,
50;0;Canada;arts, entertainment, sports, or media;Self-employed freelancer;NA;male;1;1;50;25000;0;1;NA;English;divorced;100;3;some college credit, no degree;NA,,
26;0;United Kingdom;NA;Self-employed freelancer;NA;male;NA;0;25;50000;0;1;NA;English;NA;50;5;master's degree (non-professional);Political Science,,,,,,
29;0;United States of America;construction and extraction;Employed for wages;NA;male;NA;0;10;60000;1;0;NA;English;NA;500;6;professional degree (MBA, MD, JD, etc.);Economics,,,
34;60;Canada;office and administrative support;Employed for wages;30000;female;1;1;10;30000;1;1;Full-Stack Web Developer;French;married or domestic partnership;0;5;master's degree (non-professional);Psychology,,,,,,
36;0;United States of America;software development;Employed for wages;NA;male;1;1;10;120000;0;0;NA;English;married or domestic partnership;1000;180;some college credit, no degree;NA,,,,,
31;90;Canada;office and administrative support;Employed for wages;50000;female;NA;0;4;28000;0;1;  Product Manager;English;NA;0;4;bachelor's degree;History,,,,,,
21;NA;Algeria;NA;Not working but looking for work;10000;male;NA;0;14;NA;0;NA;Full-Stack Web Developer;Arabic;NA;0;1;bachelor's degree;Computer Science,,,,,,
29;60;United States of America;food and beverage;Employed for wages;70000;female;NA;0;15;25000;0;1;Full-Stack Web Developer;English;NA;200;24;bachelor's degree;Computer Aided Design (CAD),,,,,,
26;20;United States of America;software development;Employed for wages;NA;female;NA;0;5;NA;1;0;  User Experience Designer;English;NA;50;2;bachelor's degree;Industrial Design,,,,,,
